stock_name,date,value,count,Individual_buy_count,NonIndividual_buy_count,Individual_sell_count,NonIndividual_sell_count,Individual_buy_volume,NonIndividual_buy_volume,Individual_sell_volume,NonIndividual_sell_volume,Individual_buy_value,NonIndividual_buy_value,Individual_sell_value,NonIndividual_sell_value,adj_max_price,adj_min_price,adj_first_price,adj_last_price,adj_volume,adj_close_price,change
وصنعت,2019-05-04,27581401848,864,220,1,167,3,14800760,50000,9220760,5630000,27488479996,92921852,17117981219,10463420629,1172,1135,1141,1172,14850760,1171,4.85601355166573
وصنعت,2019-05-05,25735129278,1035,288,2,230,2,13525199,648521,14152720,21000,24563854095,1171275183,25697316278,37813000,1210,1113,1180,1150,14173720,1145,-2.20786214324179
وصنعت,2019-05-06,26653104762,844,254,5,173,1,9401580,5979542,12381122,3000000,16298621775,10354482987,21462931665,5190173097,1180,1088,1148,1088,15381122,1093,-4.5704845814978
وصنعت,2019-05-07,22949970787,890,236,4,251,0,11338526,2470537,13809063,0,18818247614,4131723173,22949970787,0,1078,1038,1050,1072,13809063,1048,-4.09694171956145
وصنعت,2019-05-08,27780537413,746,175,4,198,2,9470683,6500000,13470683,2500000,16458200615,11322336798,23418037413,4362500000,1100,1071,1071,1100,15970683,1096,4.63297232250301
وصنعت,2019-05-11,40968600965,1033,201,2,255,4,20246544,2377000,19043544,3580000,36646356295,4322244670,34487729184,6480871781,1151,1100,1121,1151,22623544,1142,4.14031052328925
وصنعت,2019-05-12,32642746066,1023,215,2,216,4,17672882,1020000,10370754,8322128,30887326066,1755420000,18307851775,14334894291,1166,1085,1161,1141,18692882,1101,-3.58917725013805
وصنعت,2019-05-13,21874510372,701,153,2,193,5,11672294,270000,10614994,1327300,21379600372,494910000,19441788472,2432721900,1156,1133,1148,1156,11942294,1155,4.92554410080183
وصنعت,2019-05-14,18131989448,727,215,2,136,1,9513158,230000,9610937,132221,17704806734,427182714,17885079096,246910352,1201,1155,1166,1166,9743158,1173,1.58296943231441
وصنعت,2019-05-15,46377757278,1387,206,1,363,5,22872779,1000000,17362779,6510000,44423794009,1953963269,33657217278,12720540000,1232,1140,1183,1232,23872779,1225,4.40623320795271
وصنعت,2019-05-18,62335514450,1517,255,4,255,6,22744123,7900000,8197433,22446690,46311298813,16024215637,16624742094,45710772356,1286,1254,1261,1286,30644123,1282,4.68347915594442
وصنعت,2019-05-19,29611106712,987,182,3,205,4,14058399,637835,10779882,3916352,28327625972,1283480740,21755072299,7856034413,1314,1219,1308,1294,14696234,1270,-0.934119960668633
وصنعت,2019-05-20,13023406607,518,101,3,146,1,5287914,1211000,6488914,10000,10593529740,2429876867,13003256607,20150000,1307,1236,1267,1285,6498914,1264,-0.54590570719603
وصنعت,2019-05-21,16384856778,634,146,3,128,3,7428070,595000,4375561,3647509,15163086778,1221770000,8984527287,7400329491,1320,1261,1293,1286,8023070,1287,1.89620758483034
وصنعت,2019-05-22,11473916567,451,109,3,109,2,4749250,902000,4174211,1477039,9645685320,1828231247,8470785367,3003131200,1305,1262,1262,1278,5651250,1280,-0.587659157688541
وصنعت,2019-05-25,16823257378,640,108,5,132,2,7193426,974231,7306657,861000,14824235002,1999022376,15053813484,1769443894,1323,1277,1308,1297,8167657,1299,1.47783251231527
وصنعت,2019-05-26,35334496536,1029,166,1,238,5,16364293,55000,9817293,6602000,35215531536,118965000,21066332536,14268164000,1364,1295,1311,1364,16419293,1357,4.46601941747573
وصنعت,2019-05-28,14168497973,717,219,4,128,8,6376794,173000,4350392,2199402,13787478192,381019781,9418230752,4750267221,1418,1337,1383,1356,6549794,1364,0.511152416356877
وصنعت,2019-05-29,19642315680,744,236,4,144,1,8117911,886746,8824410,180247,17737544987,1904770693,19244756178,397559502,1431,1332,1431,1349,9004657,1375,0.832177531206657
وصنعت,2019-06-01,14286858338,568,176,3,117,3,4520902,2171598,5535476,1157024,9609997487,4676860851,11834148907,2452709431,1373,1311,1373,1349,6692500,1346,-2.10912425492893
وصنعت,2019-06-02,27964660754,807,193,3,95,5,10642479,2442006,6688373,6396112,22736083288,5228577466,14344839450,13619821304,1366,1318,1366,1346,13084485,1347,0.09367681498829
وصنعت,2019-06-03,16297984265,640,164,1,106,4,7675157,20000,3918053,3777104,16255084265,42900000,8341096752,7956887513,1362,1323,1356,1339,7695157,1335,-0.889096864763687
وصنعت,2019-06-08,14500044319,492,145,3,98,3,6207674,645868,3851201,3002341,13130208435,1369835884,8161140175,6338904144,1351,1311,1327,1349,6853542,1334,-0.094428706326723
وصنعت,2019-06-09,32740252782,843,179,1,165,5,14532951,228782,7683220,7078513,32232136742,508116040,17019011533,15721241249,1400,1349,1349,1400,14761733,1398,4.82041587901701
وصنعت,2019-06-10,20985962616,647,179,1,151,5,8865550,360000,6256643,2968907,20162122254,823840362,14231875618,6754086998,1467,1400,1419,1415,9225550,1434,2.56988277727683
وصنعت,2019-06-11,14807102050,590,187,2,81,3,6330771,300000,3258177,3372594,14137502050,669600000,7297031035,7510071015,1431,1393,1400,1400,6630771,1408,-1.84615384615385
وصنعت,2019-06-12,69201599402,2118,639,10,144,6,27815553,4640000,19599112,12856441,59353869402,9847730000,41836593178,27365006224,1401,1338,1387,1338,32455553,1344,-4.5230631437528
وصنعت,2019-06-15,23487539339,785,204,5,131,4,7197559,3786912,6495288,4489183,15369472908,8118066431,13906545729,9580993610,1367,1324,1344,1354,10984471,1348,0.281425891181989
وصنعت,2019-06-16,15571951415,637,154,3,156,2,5687802,1516390,4502169,2702023,12286269654,3285681761,9701221135,5870730280,1393,1325,1368,1349,7204192,1363,1.12254443405051
وصنعت,2019-06-17,14134680648,572,136,5,164,0,5646214,1041298,6687512,0,11916874147,2217806501,14134680648,0,1363,1295,1349,1348,6687512,1333,-2.22016651248844
وصنعت,2019-06-18,51653344400,1254,182,3,290,2,22848856,565000,13313856,10100000,50404144400,1249200000,29304004856,22349339544,1399,1317,1317,1395,23413856,1391,4.3519394512772
وصنعت,2019-06-19,98174394390,2235,433,1,314,6,42421961,160296,26298450,16283807,97803148854,371245536,60490605949,37683788441,1460,1419,1460,1460,42582257,1454,4.53309156844968
وصنعت,2019-06-22,29300619676,1283,262,3,256,2,12255410,160000,10630781,1784629,28925249511,375370165,25027315412,4273304264,1525,1406,1419,1510,12415410,1488,2.3417172593235
وصنعت,2019-06-23,27744993848,1000,244,2,212,2,10574809,1104827,10563032,1116604,25155221182,2589772666,25118478176,2626515672,1545,1466,1477,1479,11679636,1498,0.677966101694915
وصنعت,2019-06-24,19877150684,833,252,0,163,1,8546447,0,4623311,3923136,19877150684,0,10739061113,9138089571,1513,1450,1482,1463,8546447,1467,-2.1043771043771
وصنعت,2019-06-25,31833879660,1112,335,2,143,0,14147489,70000,14217489,0,31678579660,155300000,31833879660,0,1450,1393,1450,1431,14217489,1412,-3.74032674118659
وصنعت,2019-06-26,14720058200,583,194,0,123,1,6540468,0,5691683,848785,14720058200,0,12810731383,1909326817,1467,1407,1410,1425,6540468,1419,0.535953550692273
وصنعت,2019-06-30,22720084287,701,180,1,127,3,10145345,10000,8437185,1718160,22698384287,21700000,18845984499,3874099788,1448,1363,1423,1406,10155345,1410,-0.621945801865837
وصنعت,2019-07-01,13798297129,529,164,3,97,0,6107538,195862,6303400,0,13368485191,429811938,13798297129,0,1408,1368,1369,1379,6303400,1380,-2.14573088958426
وصنعت,2019-07-02,21302426481,888,298,0,94,1,9848538,0,6057950,3790588,21302426481,0,13102970605,8199455876,1387,1352,1387,1375,9848538,1364,-1.18775696665144
وصنعت,2019-07-03,45861344935,1218,374,5,108,1,17984861,3064000,2855264,18193597,39161663347,6699681588,6232751575,39628593360,1392,1362,1386,1380,21048861,1374,0.739713361072584
وصنعت,2019-07-06,29701582032,966,239,3,150,1,11940441,1483955,10969822,2454574,26409135417,3292446615,24271787250,5429794782,1411,1377,1387,1400,13424396,1395,1.5603487838458
وصنعت,2019-07-07,33579061420,1185,273,2,291,2,14398406,141912,13240318,1300000,33251809880,327251540,30585972703,2993088717,1465,1402,1415,1465,14540318,1456,4.33800271125169
وصنعت,2019-07-08,21440711061,923,299,1,177,1,8994281,30000,8994281,30000,21369671061,71040000,21369491061,71220000,1513,1467,1467,1501,9024281,1498,2.9016890428757
وصنعت,2019-07-09,33264879329,1523,369,4,164,2,13368848,1200000,9038878,5529970,30529388514,2735490815,20691753225,12573126104,1493,1424,1493,1424,14568848,1439,-3.91414141414141
وصنعت,2019-07-10,24140523115,872,189,4,139,1,10081717,630048,9241735,1470030,22713058439,1427464676,20801951557,3338571558,1438,1409,1416,1426,10711765,1421,-1.27025843188787
وصنعت,2019-07-13,19533038367,783,198,2,215,0,8513553,210456,8724009,0,19061872367,471166000,19533038367,0,1449,1401,1449,1422,8724009,1412,-0.665483584738243
وصنعت,2019-07-14,11551319477,613,220,0,112,1,5097817,0,4597817,500000,11551319477,0,10418633542,1132685935,1456,1419,1435,1431,5097817,1429,1.20589548905762
وصنعت,2019-07-15,11945965394,659,205,2,120,0,5269420,20572,5289992,0,11899772102,46193292,11945965394,0,1450,1388,1430,1426,5289992,1424,-0.353045013239188
وصنعت,2019-07-16,14503952989,668,324,2,79,0,6595468,130000,6725468,0,14224972989,278980000,14503952989,0,1419,1353,1419,1353,6725468,1360,-4.47298494242693
وصنعت,2019-07-17,17724180076,831,375,2,125,2,7998618,220000,8208046,10572,17249930076,474250000,17701379704,22800372,1405,1308,1353,1349,8218618,1360,0
وصنعت,2019-07-20,17062017679,797,308,1,105,1,8044217,10000,8044758,9459,17041017679,21000000,17041614616,20403063,1381,1317,1381,1342,8054217,1335,-1.80806675938804
وصنعت,2019-07-21,11263666762,574,177,3,133,1,5106940,62890,5159830,10000,11126708697,136958065,11241436762,22230000,1402,1330,1349,1400,5169830,1374,2.88007554296506
وصنعت,2019-07-22,6732488070,416,178,1,87,0,3002817,50000,3052817,0,6622547973,109940097,6732488070,0,1425,1375,1425,1387,3052817,1390,1.19320789352914
وصنعت,2019-07-23,8625296795,606,188,1,93,2,3949500,5000,3630304,324196,8614271795,11025000,7921046611,704250184,1406,1362,1406,1362,3954500,1375,-1.08843537414966
وصنعت,2019-07-24,12384205998,534,195,1,79,1,4653494,1000000,5621250,32244,10192625780,2191580218,12313630582,70575416,1399,1368,1368,1381,5653494,1381,0.458505272810637
وصنعت,2019-07-27,9545144467,535,174,0,158,0,4245260,0,4245260,0,9545144467,0,9545144467,0,1434,1400,1412,1422,4245260,1417,2.60155180282976
وصنعت,2019-07-28,6639715284,396,141,2,93,0,2783032,187000,2970032,0,6220319129,419396155,6639715284,0,1431,1397,1404,1397,2970032,1410,-0.533807829181495
وصنعت,2019-07-29,7965206935,441,165,2,91,1,3088519,489435,3076754,501200,6872515718,1092691217,6847419629,1117787306,1431,1387,1412,1396,3577954,1404,-0.447227191413238
وصنعت,2019-07-30,7576727178,419,157,0,84,1,3418055,0,2328055,1090000,7576727178,0,5156760778,2419966400,1425,1391,1396,1393,3418055,1398,-0.404312668463612
وصنعت,2019-07-31,13818981699,553,113,4,154,1,2258675,3913247,5181922,990000,5041184595,8777797104,11611961699,2207020000,1447,1381,1393,1447,6171922,1412,0.99233198015336
وصنعت,2019-08-03,6100290325,423,159,2,121,2,2487885,182334,2656419,13800,5684407055,415883270,6068839041,31451284,1463,1427,1463,1442,2670219,1441,2.05448861098705
وصنعت,2019-08-04,25147621136,913,166,3,330,2,9480454,1099060,10474514,105000,22571623104,2575998032,24896126136,251495000,1513,1430,1430,1513,10579514,1499,4.02625820568928
وصنعت,2019-08-05,38174670264,1374,334,2,312,7,13103333,2321750,13178989,2246094,32393296294,5781373970,32588735739,5585934525,1573,1514,1529,1557,15425083,1561,4.12284392090871
وصنعت,2019-08-06,27936146351,786,187,2,223,6,11035386,220000,9747928,1507458,27386646351,549500000,24185646713,3750499638,1605,1549,1593,1574,11255386,1565,0.282828282828283
وصنعت,2019-08-07,26906734237,761,190,3,149,3,10389284,411000,7999402,2800882,25888432237,1018302000,19979833767,6926900470,1605,1552,1565,1570,10800284,1571,0.362610797743755
وصنعت,2019-08-10,14303252205,620,198,2,177,2,5364713,420000,5752814,31899,13264152205,1039100000,14224349034,78903171,1593,1545,1593,1550,5784713,1559,-0.722601364913689
وصنعت,2019-08-11,10509226030,526,227,0,106,1,4284700,0,4268437,16263,10509226030,0,10469359454,39866576,1569,1535,1545,1538,4284700,1547,-0.808734330772341
وصنعت,2019-08-13,15804725145,778,290,2,107,2,5684221,842668,6481313,45576,13744946583,2059778562,15693810752,110914393,1568,1502,1545,1532,6526889,1526,-1.30452507134121
وصنعت,2019-08-14,29786608018,845,214,3,253,2,9323203,2500000,11710203,113000,23513662233,6272945785,29499388018,287220000,1603,1526,1526,1594,11823203,1588,4.04791408508881
وصنعت,2019-08-17,21856529693,729,185,1,232,3,7496957,900000,5951419,2445538,19521832033,2334697660,15512742277,6343787416,1667,1583,1627,1624,8396957,1641,3.33465660976578
وصنعت,2019-08-18,33889001882,1157,341,6,106,2,7875089,5550000,11349300,2075789,19811777232,14077224650,28617975393,5271026489,1665,1570,1665,1586,13425089,1591,-3.03495966192854
وصنعت,2019-08-19,5770086111,373,124,1,136,2,2219588,47720,1685508,581800,5648877311,121208800,4297207163,1472878948,1627,1583,1583,1614,2267308,1605,0.832012678288431
وصنعت,2019-08-21,11476733617,481,153,2,129,4,3277711,1150000,3389853,1037858,8494335517,2982398100,8792495113,2684238504,1661,1595,1640,1627,4427711,1634,1.8467583497053
وصنعت,2019-08-24,25387386097,902,312,2,182,6,9396130,210000,6480989,3125141,24839039717,548346380,17129071954,8258314143,1713,1627,1639,1694,9606130,1666,1.96759259259259
وصنعت,2019-08-25,83494171418,1666,361,1,334,10,25292695,5000000,16564130,13728565,69696270960,13797900458,45669769820,37824401598,1750,1673,1673,1750,30292695,1738,4.27544457056375
وصنعت,2019-08-26,53019818147,1186,417,3,176,2,15403955,3300000,18203955,500000,43675213269,9344604878,51605318147,1414500000,1816,1751,1816,1794,18703955,1787,2.86647314949202
وصنعت,2019-08-27,49449880546,1570,481,5,194,2,15492125,2190000,14159449,3522676,43377945320,6071935226,39603213965,9846666581,1820,1704,1815,1721,17682125,1764,-1.34038800705467
وصنعت,2019-08-28,83162595289,1638,322,1,301,1,29418503,200000,29598503,20000,82598495289,564100000,83105725289,56870000,1851,1702,1711,1846,29618503,1770,0.39327851269217
وصنعت,2019-08-31,165867703902,1790,287,6,311,6,37727081,18693208,50529981,5890308,110838636882,55029067020,148503125918,17364577984,1859,1797,1828,1859,56420289,1854,4.7008547008547
وصنعت,2019-09-01,103957834707,1232,122,4,194,5,28693033,5105000,14599033,19199000,88258079707,15699755000,44727521707,59230313000,1946,1898,1923,1946,33798033,1939,4.62585034013605
وصنعت,2019-09-02,215051299187,3743,1039,10,533,8,62905472,4537065,52063502,15379035,200629395017,14421904170,165465519326,49585779861,2036,1933,2036,2004,67442537,2011,3.67360208062419
وصنعت,2019-09-03,44375183984,1398,457,4,307,2,10975464,2904484,12519357,1360591,35055075355,9320108629,40077106283,4298077701,2066,1973,2005,1986,13879948,2016,0.250862339291314
وصنعت,2019-09-04,51019316078,1595,489,2,277,7,14610913,1620000,13954597,2276316,45876452089,5142863989,43840413685,7178902393,2039,1924,2016,1942,16230913,1982,-1.68908351579606
وصنعت,2019-09-07,30769049525,1451,609,4,266,1,9574483,476520,9548370,502633,29307743525,1461306000,29223444970,1545604555,1992,1883,1986,1942,10051003,1930,-2.60897231944003
وصنعت,2019-09-08,42260455791,1479,610,2,198,2,13523600,254480,11051287,2726793,41483024391,777431400,33907867774,8352588017,1998,1922,1945,1930,13778080,1934,0.196014374387455
وصنعت,2019-09-11,26997281669,840,302,3,202,2,8477193,210000,7553703,1133490,26343111669,654170000,23465698439,3531583230,2005,1917,1977,1958,8687193,1960,1.33681121617216
وصنعت,2019-09-14,40531685669,1620,558,2,290,1,12867675,220000,13021165,66510,39844105669,687580000,40324196301,207489368,2018,1923,1973,1933,13087675,1953,-0.353925353925354
وصنعت,2019-09-15,37176032370,1098,399,4,211,2,10692287,1421863,11509150,605000,32830027024,4346005346,35329636038,1846396332,1962,1914,1914,1922,12114150,1935,-0.904100742654182
وصنعت,2019-09-16,51011195128,1161,231,3,308,4,5823963,10522268,13942356,2403875,18120631434,32890563694,43491767327,7519427801,2002,1925,1947,2000,16346231,1968,1.69436298468557
وصنعت,2019-09-17,45468538620,1359,329,6,300,1,8303820,5957022,14242139,18703,26529815963,18938722657,45408635870,59902750,2062,1977,1999,2008,14260842,2010,2.14674783723166
وصنعت,2019-09-18,42021047446,1314,393,6,164,0,10567871,3129161,13697032,0,32394579618,9626467828,42021047446,0,1999,1910,1980,1967,13697032,1934,-3.76411543287328
وصنعت,2019-09-21,9996089107,514,166,1,149,1,3038080,150000,3180580,7500,9526130081,469959026,9972434107,23655000,1999,1955,1993,1974,3188080,1977,2.18383311603651
وصنعت,2019-09-22,35958349110,1161,396,1,262,3,11026994,150000,11112574,64420,35482849110,475500000,35752998940,205350170,2073,1986,2054,2019,11176994,2028,2.61562998405104
وصنعت,2019-09-23,24077461692,1055,301,3,253,1,6245764,1150000,7375764,20000,20333591094,3743870598,24012414692,65047000,2080,2004,2004,2050,7395764,2053,1.21230960522226
وصنعت,2019-09-24,31359871725,1338,441,3,173,0,9695414,194311,9889725,0,30747427436,612444289,31359871725,0,2074,1973,2074,1977,9889725,1999,-2.61056511056511
وصنعت,2019-09-25,16787994481,803,246,1,240,0,5280213,10000,5290213,0,16756594481,31400000,16787994481,0,2043,1977,2018,2016,5290213,2001,0.063071586250394
وصنعت,2019-09-28,32622071716,1265,483,1,260,1,10084344,100000,10132344,52000,32299371716,322700000,32454059716,168012000,2048,1999,2024,2038,10184344,2020,0.945477466120391
وصنعت,2019-09-29,22089035921,787,253,4,219,0,5188396,1718347,6906743,0,16589850131,5499185790,22089035921,0,2048,1987,2048,2035,6906743,2016,-0.156103652825476
وصنعت,2019-09-30,44545872881,1170,304,5,252,1,9248632,4490697,12739329,1000000,29958027730,14587845151,41319985864,3225887017,2070,2018,2020,2062,13739329,2044,1.37585991244528
وصنعت,2019-10-01,54776994049,1634,342,2,432,4,13751291,2492230,14543521,1700000,46400913242,8376080807,49080124083,5696869966,2146,2074,2074,2136,16243521,2126,4.0098704503393
وصنعت,2019-10-02,17330724776,825,288,2,186,1,5076334,100293,5166627,10000,16994225646,336499130,17297004776,33720000,2175,2025,2113,2130,5176627,2111,-0.711743772241993
وصنعت,2019-10-05,15962419674,1004,321,2,203,0,4785723,80000,4865723,0,15700139674,262280000,15962419674,0,2143,2028,2128,2038,4865723,2069,-2.00119474313023
وصنعت,2019-10-06,11603780108,713,241,1,148,0,3601641,30989,3632630,0,11504305418,99474690,11603780108,0,2072,1987,2047,2018,3632630,2014,-2.6516306004267
وصنعت,2019-10-07,9070821704,587,198,2,162,1,2836413,13091,2749504,100000,9029511236,41310468,8750821704,320000000,2049,1975,2018,1985,2849504,2007,-0.344395742016281
وصنعت,2019-10-08,28545742107,986,323,3,197,0,9005117,303300,9308417,0,27625557007,920185100,28545742107,0,2010,1907,2010,1917,9308417,1934,-3.64436066603833
وصنعت,2019-10-09,8980904322,557,160,0,241,0,2907908,0,2907908,0,8980904322,0,8980904322,0,1992,1892,1892,1986,2907908,1947,0.684708183893055
وصنعت,2019-10-12,13835447291,584,244,2,92,1,3928990,510000,4433004,5986,12248747291,1586700000,13816597377,18849914,1999,1943,1943,1985,4438990,1965,0.939119170984456
وصنعت,2019-10-13,6616541501,421,181,0,126,0,2122327,0,2122327,0,6616541501,0,6616541501,0,2011,1945,1986,1960,2122327,1966,0.032082130253449
وصنعت,2019-10-14,17569081186,791,411,2,90,0,5549202,320000,5869202,0,16613421186,955660000,17569081186,0,1973,1868,1973,1904,5869202,1887,-4.00898011545863
وصنعت,2019-10-15,15398023891,818,341,3,165,1,4857876,500319,5158195,200000,13964011852,1434012039,14828735609,569288282,1953,1793,1892,1803,5358195,1812,-3.97594386902773
وصنعت,2019-10-16,20160350253,676,223,3,144,4,4550537,2421716,5569261,1402992,13140132337,7020217916,16093735745,4066614508,1885,1770,1828,1828,6972253,1823,0.626304801670146
وصنعت,2019-10-20,23305704594,753,177,5,206,3,5165108,3063000,6826919,1401189,14689202393,8616502201,19305328018,4000376576,1876,1759,1830,1829,8228108,1786,-2.0746887966805
وصنعت,2019-10-21,13064359687,508,162,4,152,3,3350406,1103000,3753406,700000,9859435065,3204924622,11001319297,2063040390,1874,1785,1785,1874,4453406,1850,3.60169491525424
وصنعت,2019-10-22,16198376661,655,283,0,141,2,5284488,0,5001488,283000,16198376661,0,15329736661,868640000,1942,1892,1940,1942,5284488,1933,4.46489434219496
وصنعت,2019-10-23,10460964029,506,232,0,128,1,3396546,0,2996546,400000,10460964029,0,9236705400,1224258629,1980,1923,1951,1942,3396546,1942,0.489396411092985
وصنعت,2019-10-26,5011871864,383,195,1,67,0,1631159,10000,1641159,0,4981671864,30200000,5011871864,0,1973,1898,1945,1923,1641159,1927,-0.779220779220779
وصنعت,2019-10-28,15127870062,643,204,2,122,2,4451750,370727,1822477,3000000,13964801408,1163068654,5708413991,9419456071,1986,1929,1941,1981,4822477,1978,2.65052356020942
وصنعت,2019-10-30,15082407486,756,303,4,160,2,4417155,312657,3694558,1035254,14085766446,996641040,11789064291,3293343195,2059,1988,2005,2052,4729812,2011,1.65763468281798
وصنعت,2019-11-02,13636805455,769,295,3,185,3,3631450,611830,3391975,851305,11667821740,1968983715,10910730552,2726074903,2071,1980,2062,2009,4243280,2026,0.783944810285356
وصنعت,2019-11-03,14820967307,571,187,4,140,2,2047866,2576669,2604535,2020000,6561287248,8259680059,8347067307,6473900000,2043,1987,2016,2021,4624535,2021,-0.280024891101431
وصنعت,2019-11-04,11717830791,544,196,3,117,2,3081883,657881,3576591,163173,9655882632,2061948159,11199737482,518093309,2021,1936,1989,1972,3739764,1975,-2.24648985959438
وصنعت,2019-11-05,4316105374,289,115,1,105,0,1337344,37500,1374844,0,4198544305,117561069,4316105374,0,1997,1949,1975,1982,1374844,1979,0.1595914458985
وصنعت,2019-11-09,55138114085,1428,361,4,268,4,15042647,1868990,4652371,12259266,49085278740,6052835345,15240482964,39897631121,2076,2018,2074,2045,16911637,2055,3.88782664117272
وصنعت,2019-11-10,29312927425,1107,434,4,144,2,8455233,835423,8245232,1045424,26701477735,2611449690,25936864737,3376062688,2103,1953,2072,1990,9290656,1989,-3.22085889570552
وصنعت,2019-11-11,13383537764,565,221,2,91,2,4205893,41500,2619308,1628085,13252700814,130836950,8259913830,5123623934,2018,1970,1989,1992,4247393,1987,-0.126782884310618
وصنعت,2019-11-12,10697888984,478,186,1,96,1,3251128,111000,1364088,1998040,10345491061,352397923,4339057229,6358831755,2030,1987,1992,2018,3362128,2006,0.98381466201206
وصنعت,2019-11-13,11619246275,572,176,3,131,1,3190704,446886,2361404,1276186,10192291695,1426954580,7535315900,4083930375,2028,1999,2018,2027,3637590,2014,0.377121307353865
وصنعت,2019-11-16,7895522213,512,175,4,128,0,2221326,257614,2478940,0,7074250346,821271867,7895522213,0,2067,1996,2028,1996,2478940,2008,-0.281778334376957
وصنعت,2019-11-17,9658932660,499,181,3,108,0,3083024,48300,3131324,0,9508528419,150404241,9658932660,0,1999,1929,1973,1936,3131324,1945,-3.13971742543171
وصنعت,2019-11-18,17553712122,669,161,1,165,3,5467463,30000,3669415,1828048,17461312122,92400000,11697816769,5855895353,2042,1937,1942,2005,5497463,2013,3.50081037277147
وصنعت,2019-11-19,10156402793,580,174,1,127,1,3153953,10000,2258482,905471,10124602793,31800000,7263790431,2892612362,2055,1975,2017,2008,3163953,2024,0.532414657062324
وصنعت,2019-11-20,9498108934,516,237,5,75,1,2954904,44000,2989757,9147,9358650918,139458016,9468826795,29282139,2049,1986,1996,1995,2998904,1997,-1.33956386292835
وصنعت,2019-11-23,12839709448,689,239,3,105,0,3989849,58750,4048599,0,12653343588,186365860,12839709448,0,2037,1991,2018,1993,4048599,1999,0.126302494474266
وصنعت,2019-11-24,25211209249,1115,245,3,295,4,7671017,76882,6382881,1365018,24962343289,248865960,20770398833,4440810416,2081,1999,2002,2069,7747899,2052,2.61747082939136
وصنعت,2019-11-25,29195268698,1250,439,1,140,3,9071407,10000,8457635,623772,29163368698,31900000,27196831052,1998437646,2079,2000,2059,2028,9081407,2027,-1.19852489244007
وصنعت,2019-11-26,36064335916,1328,416,1,143,4,11335579,10000,9033979,2311600,36032535916,31800000,28729591349,7334744567,2046,1986,1995,1998,11345579,2004,-1.11975116640747
وصنعت,2019-11-27,30652977533,1192,373,1,206,1,9629701,15000,9087309,557392,30605258093,47719440,28880185985,1772791548,2039,1987,1997,2037,9644701,2004,-0.031456432840516
وصنعت,2019-11-30,66212189326,2567,751,0,447,4,20324110,0,18458684,1865426,66212189326,0,60167468563,6044720763,2081,2012,2039,2068,20324110,2054,2.51730648206419
وصنعت,2019-12-07,37881671428,1639,640,3,270,1,12539384,561528,13081828,19084,36258442232,1623229196,37826327828,55343600,2187,2085,2187,2113,13100912,2108,2.62597586941093
وصنعت,2019-12-08,35654792726,1677,682,4,313,2,11297809,1048000,11803816,541993,32626804652,3027988074,34084472313,1570320413,2147,2078,2099,2125,12345809,2105,-0.138312586445367
وصنعت,2019-12-09,32068809948,1293,514,3,255,1,9888602,1103000,10451602,540000,28835167013,3233642935,30486009948,1582800000,2150,2101,2124,2150,10991602,2127,1.0387811634349
وصنعت,2019-12-10,31982167813,1499,608,1,291,1,10743148,10000,10716673,36475,31952447813,29720000,31872742813,109425000,2187,2129,2172,2133,10753148,2168,1.91912268677176
وصنعت,2019-12-11,29300095104,1120,492,2,196,1,9833977,135000,9737521,231456,28904071479,396023625,28614252974,685842130,2180,2115,2143,2143,9968977,2142,-1.1768661735037
وصنعت,2019-12-14,42578045485,1789,694,3,276,2,14522894,100000,13301919,1320975,42286965485,291080000,38741017602,3837027883,2165,2107,2165,2118,14622894,2123,-0.918679823069071
وصنعت,2019-12-15,37665506482,1426,545,2,285,2,11661195,1347493,12226900,781788,33777611176,3887895306,35396679363,2268827119,2142,2096,2114,2105,13008688,2110,-0.583791208791209
وصنعت,2019-12-16,26892597990,1237,544,3,244,1,7691685,1597507,9035341,253851,22281767274,4610830716,26149517580,743080410,2138,2096,2134,2111,9289192,2110,0
وصنعت,2019-12-17,24458086688,1119,460,2,272,1,8409143,40000,8447696,1447,24342436688,115650000,24453862895,4223793,2128,2099,2128,2113,8449143,2110,0
وصنعت,2019-12-18,39471736204,1440,507,0,359,1,13609124,0,13024006,585118,39471736204,0,37748104809,1723631395,2161,2100,2126,2158,13609124,2114,0.172711571675302
وصنعت,2019-12-21,68580156446,1319,462,0,330,3,22590106,0,9794557,12795549,68580156446,0,29617709741,38962446705,2220,2136,2136,2220,22590106,2213,4.68965517241379
وصنعت,2019-12-22,79515148349,2617,896,1,505,2,25613499,20000,23358790,2274709,79453448349,61700000,72473623892,7041524457,2303,2238,2303,2266,25633499,2261,2.17391304347826
وصنعت,2019-12-23,76109264404,2191,504,4,565,4,17648246,7070000,22484323,2233923,54424228211,21685036193,69207380522,6901883882,2286,2195,2286,2220,24718246,2244,-0.741457124435848
وصنعت,2019-12-24,119678255930,2921,585,8,714,3,29785419,7900000,36674146,1011273,94757359553,24920896377,116491424828,3186831102,2351,2223,2223,2331,37685419,2315,3.15037349788892
وصنعت,2019-12-25,100848331328,2802,761,3,737,4,29387838,1010000,28938242,1459596,97469106789,3379224539,95989807476,4858523852,2484,2333,2430,2443,30397838,2419,4.47103274559194
وصنعت,2019-12-28,53875197214,2388,834,1,619,2,16192359,10000,15745511,456848,53842197214,33000000,52348730334,1526466880,2485,2341,2485,2413,16202359,2424,0.210970464135021
