stock_name,date,value,count,Individual_buy_count,NonIndividual_buy_count,Individual_sell_count,NonIndividual_sell_count,Individual_buy_volume,NonIndividual_buy_volume,Individual_sell_volume,NonIndividual_sell_volume,Individual_buy_value,NonIndividual_buy_value,Individual_sell_value,NonIndividual_sell_value,adj_max_price,adj_min_price,adj_first_price,adj_last_price,adj_volume,adj_close_price,change
وصنعت,2011-04-27,5201863967,351,180,6,73,4,2722569,1267014,2567377,1422206,3556246823,1645617144,3352803405,1849060562,113,108,112,108,3989583,108,-3.55029585798817
وصنعت,2011-04-30,343764383,33,26,1,5,0,223924,50000,273924,0,281014383,62750000,343764383,0,106,104,106,104,273924,107,-1.38036809815951
وصنعت,2011-05-01,7643394673,399,182,5,139,6,5680890,490000,4039890,2131000,7036024673,607370000,5007004074,2636390599,106,102,102,106,6170890,103,-3.6547433903577
وصنعت,2011-05-02,214057872,11,4,0,10,0,166194,0,166194,0,214057872,0,214057872,0,107,107,107,107,166194,104,0.887812752219532
وصنعت,2011-05-03,11160680150,520,293,4,81,4,8287034,417794,4286234,4418594,10620879856,539800294,5548179591,5612500559,108,103,108,108,8704828,106,2.56
وصنعت,2011-05-04,3441301058,260,99,2,113,1,2152291,450000,2592291,10000,2841607856,599693202,3427971058,13330000,111,106,108,111,2602291,110,3.1201248049922
وصنعت,2011-05-08,3508835418,252,126,3,87,1,2388223,354700,2737923,5000,3058266418,450569000,3502435418,6400000,110,105,110,105,2742923,106,-3.25264750378215
وصنعت,2011-05-09,2729735760,250,96,1,84,2,1907353,150000,1981795,75558,2530587930,199147830,2629386620,100349140,110,108,109,110,2057353,110,3.7529319781079
وصنعت,2011-05-10,3321052805,285,147,5,61,2,2098153,470000,1359153,1209000,2715967945,605084860,1768384465,1552668340,113,106,113,106,2568153,107,-2.5621703089676
وصنعت,2011-05-11,3219590638,207,57,3,93,4,846093,1653000,2150548,348545,1080993231,2138597407,2768858000,450732638,111,104,108,106,2499093,107,-0.386697602474865
وصنعت,2011-05-14,358729283,23,7,1,14,0,152794,123367,276161,0,199385246,159344037,358729283,0,109,106,106,108,276161,107,0.31055900621118
وصنعت,2011-05-15,8628278752,417,37,2,205,3,1933006,4500000,6033006,400000,2594229880,6034048872,8091128752,537150000,111,108,108,111,6433006,111,3.79256965944272
وصنعت,2011-05-16,2705639557,250,53,1,118,2,1364891,638291,1905182,98000,1851667636,853971921,2573100761,132538796,114,109,114,112,2003182,112,0.745712155108128
وصنعت,2011-05-17,7326920665,375,75,2,191,7,3672008,1637900,3754221,1555687,5076011284,2250909381,5192641902,2134278763,117,110,110,114,5309908,114,2.14655810510733
وصنعت,2011-05-18,5696209560,336,106,2,114,7,2397709,1707000,2503295,1601414,3321466144,2374743416,3465143524,2231066036,117,112,116,113,4104709,115,0.579710144927536
وصنعت,2011-05-21,3748475965,227,37,6,108,4,622183,2112763,2158952,575994,852719546,2895756419,2957781469,790694496,115,112,112,114,2734946,114,-1.22478386167147
وصنعت,2011-05-22,3212784898,164,39,2,88,1,1296005,1075997,2272002,100000,1757021712,1455763186,3078088078,134696820,115,111,115,111,2372002,112,-1.2399708242159
وصنعت,2011-05-23,4393104434,194,27,3,74,3,657122,2596288,1709248,1544162,887479461,3505624973,2308297790,2084806644,113,111,111,113,3253410,112,-0.295420974889217
وصنعت,2011-05-24,3741987714,212,47,2,83,1,809413,2000906,2410319,400000,1068808006,2673179708,3203183717,538803997,113,107,111,107,2810319,110,-1.33333333333333
وصنعت,2011-05-25,5478258337,256,71,8,88,1,1457196,2822560,2779756,1500000,1865808958,3612449379,3559758337,1918500000,108,106,108,106,4279756,106,-3.9039039039039
وصنعت,2011-05-28,1820324838,142,50,2,76,2,734573,700000,1300848,133725,924258652,896066186,1649003204,171321634,110,102,103,103,1434573,105,-0.859375
وصنعت,2011-05-29,2637395846,124,27,2,66,0,360269,1800000,2160269,0,440447846,2196948000,2637395846,0,102,101,102,101,2160269,101,-3.78250591016548
وصنعت,2011-05-30,868832495,51,14,2,37,1,509424,181414,490838,200000,638721730,230110765,615032495,253800000,105,98,98,105,690838,104,2.78460278460278
وصنعت,2011-05-31,978750000,25,10,1,11,1,650000,100000,78104,671896,848250000,130500000,101925720,876824280,108,108,108,108,750000,108,3.98406374501992
وصنعت,2011-06-01,6797859220,333,77,2,92,8,1572719,3466495,2500895,2538319,2113560758,4684298462,3370091658,3427767562,112,109,112,111,5039214,112,3.37164750957854
وصنعت,2011-06-06,4229732162,188,60,3,69,4,1239616,1836884,2218516,857984,1692643745,2537088417,3058633384,1171098778,116,111,111,113,3076500,114,1.92735359525575
وصنعت,2011-06-07,1713324230,105,34,2,49,3,516413,750000,1062835,203578,695126826,1018197404,1434541416,278782814,115,110,115,111,1266413,112,-1.6
وصنعت,2011-06-08,5947132522,285,47,1,150,3,818939,3500000,4002517,316422,1111138114,4835994408,5507597272,439535250,116,109,109,113,4318939,114,1.77383592017738
وصنعت,2011-06-11,1445485605,118,57,2,45,0,966278,117075,1083353,0,1289401455,156084150,1445485605,0,115,110,115,110,1083353,111,-3.12273057371097
وصنعت,2011-06-12,949356665,92,49,2,24,0,476862,250000,726862,0,623356665,326000000,949356665,0,110,107,110,108,726862,108,-2.023988005997
وصنعت,2011-06-13,3090316914,147,58,1,30,2,1396282,1000000,1476282,920000,1789924883,1300392031,1907354911,1182962003,109,105,108,105,2396282,107,-1.30068859984698
وصنعت,2011-06-14,400429651,48,28,2,24,0,213242,100000,313242,0,273264651,127165000,400429651,0,108,105,108,105,313242,107,-0.387596899224806
وصنعت,2011-06-15,685439320,73,36,1,29,0,520932,19144,540076,0,661278160,24161160,685439320,0,108,104,104,106,540076,106,-0.856031128404669
وصنعت,2011-06-18,3497090660,233,62,1,73,0,1793745,859379,2653124,0,2364208282,1132882378,3497090660,0,110,108,108,110,2653124,109,3.45368916797488
وصنعت,2011-06-19,8294223534,287,45,1,125,5,843941,5300000,4140399,2003542,1139981726,7154241808,5589285658,2704937876,113,110,110,112,6143941,112,2.42792109256449
وصنعت,2011-06-20,13313604185,193,52,1,89,3,808777,8944369,1861488,7891658,1100497494,12213106691,2525632627,10787971558,114,110,110,112,9753146,113,1.11111111111111
وصنعت,2011-06-21,1232904646,95,50,3,24,2,735141,190001,451161,473981,982103286,250801360,604725479,628179167,113,109,111,110,925142,111,-2.34432234432234
وصنعت,2011-06-22,990935717,103,49,2,29,0,727746,31750,759496,0,949815467,41120250,990935717,0,111,107,110,108,759496,108,-2.10052513128282
وصنعت,2011-06-25,409103808,64,29,0,20,0,315932,0,315932,0,409103808,0,409103808,0,109,106,107,107,315932,108,-0.306513409961686
وصنعت,2011-06-26,2828178151,264,104,4,51,1,1756506,503080,1859586,400000,2199335537,628842614,2328279999,499898152,107,104,107,104,2259586,104,-3.7663335895465
وصنعت,2011-06-27,983769169,76,38,2,21,1,414798,400000,699514,115284,502969169,480800000,845197801,138571368,104,100,104,100,814798,100,-3.59424920127795
وصنعت,2011-06-28,1458269514,140,53,1,61,0,749484,450000,1199484,0,914131524,544137990,1458269514,0,103,97,97,100,1199484,101,0.745650372825186
وصنعت,2011-06-29,1593755649,124,63,0,41,1,1276715,0,526081,750634,1593755649,0,662093157,931662492,105,102,102,105,1276715,103,2.63157894736842
وصنعت,2011-07-02,697514593,87,43,0,33,0,548008,0,548008,0,697514593,0,697514593,0,107,105,105,106,548008,105,1.44230769230769
وصنعت,2011-07-03,636015457,77,44,0,26,2,516294,0,387996,128298,636015457,0,478683020,157332437,106,101,106,101,516294,103,-1.81674565560822
وصنعت,2011-07-04,229471389,35,16,0,15,0,186657,0,186657,0,229471389,0,229471389,0,104,101,102,103,186657,103,-0.241351568785197
وصنعت,2011-07-05,1404965519,170,54,1,57,3,912006,200000,786936,325070,1149769909,255195610,995529834,409435685,107,103,104,103,1112006,105,1.85483870967742
وصنعت,2011-07-06,812323120,100,42,1,39,2,343204,300000,481619,161585,431907815,380415305,608207728,204115392,106,103,105,104,643204,105,0
وصنعت,2011-07-09,909261438,122,61,1,28,1,731988,12000,693988,50000,894466638,14794800,847244030,62017408,103,101,103,101,743988,101,-3.24623911322249
وصنعت,2011-07-10,1301368772,164,47,1,54,0,593035,500000,1093035,0,701372524,599996248,1301368772,0,101,98,101,98,1093035,99,-2.53682487725041
وصنعت,2011-07-11,605648475,65,25,1,31,0,501488,5000,506488,0,599698475,5950000,605648475,0,100,99,100,99,506488,99,0.251889168765743
وصنعت,2011-07-12,579043925,77,29,1,34,0,478564,10000,488564,0,567233925,11810000,579043925,0,100,97,99,97,488564,99,-0.50251256281407
وصنعت,2011-07-13,1159100036,86,44,2,29,1,286357,705000,981357,10000,334733787,824366249,1147400036,11700000,99,96,99,97,991357,97,-1.5993265993266
وصنعت,2011-07-16,665319810,96,42,2,31,0,467138,102500,569638,0,545711903,119607907,665319810,0,98,95,96,97,569638,97,-0.085543199315654
وصنعت,2011-07-18,471503867,64,31,0,18,2,399622,0,155481,244141,471503867,0,184419324,287084543,99,97,97,98,399622,97,0.513698630136986
وصنعت,2011-07-19,771142123,82,38,0,30,1,654442,0,586998,67444,771142123,0,692917403,78224720,100,96,100,97,654442,98,0.340715502555366
وصنعت,2011-07-20,761817880,108,62,2,17,0,614055,40000,654055,0,715297880,46520000,761817880,0,98,96,97,97,654055,97,-1.01867572156197
وصنعت,2011-07-23,2396815558,212,77,0,62,5,1982797,0,1141047,841750,2396815558,0,1378998818,1017816740,101,99,99,100,1982797,100,3.68782161234991
وصنعت,2011-07-24,1849011877,109,32,1,58,3,973306,502937,1061243,415000,1218035570,630976307,1327356877,521655000,104,101,101,104,1476243,104,3.63937138130687
وصنعت,2011-07-25,1097119637,125,63,1,37,0,892857,10000,902857,0,1085079637,12040000,1097119637,0,105,100,105,100,902857,101,-3.03272146847566
وصنعت,2011-07-26,955405575,82,34,0,29,1,796287,0,346287,450000,955405575,0,416977173,538428402,101,98,101,99,796287,100,-1.23456790123457
وصنعت,2011-07-27,774276756,111,38,0,26,0,649984,0,649984,0,774276756,0,774276756,0,100,98,100,99,649984,99,-0.666666666666667
وصنعت,2011-07-30,673585876,90,48,2,19,0,559838,15000,574838,0,656030876,17555000,673585876,0,100,96,99,96,574838,98,-1.25838926174497
وصنعت,2011-07-31,633339174,80,37,1,26,0,534842,10000,544842,0,621739174,11600000,633339174,0,97,96,96,96,544842,97,-0.934579439252336
وصنعت,2011-08-01,869840549,116,54,0,28,0,739821,0,739821,0,869840549,0,869840549,0,99,97,99,98,739821,98,0.857632933104631
وصنعت,2011-08-02,474881472,56,24,0,23,0,402601,0,402601,0,474881472,0,474881472,0,99,97,99,98,402601,98,0.170068027210884
وصنعت,2011-08-03,1070424408,102,34,0,32,1,907064,0,707064,200000,1070424408,0,834809413,235614995,98,97,98,98,907064,98,0.169779286926995
وصنعت,2011-08-06,1086290635,143,78,1,32,0,938164,10000,948164,0,1074790635,11500000,1086290635,0,97,95,97,95,948164,95,-2.88135593220339
وصنعت,2011-08-07,896696471,165,79,0,29,1,791035,0,546303,244732,896696471,0,620516262,276180209,95,93,94,94,791035,94,-1.04712041884817
وصنعت,2011-08-08,795758150,102,34,1,27,1,682299,10000,392299,300000,784248150,11510000,450458150,345300000,96,94,94,96,692299,95,1.23456790123457
وصنعت,2011-08-09,3536088238,236,91,5,48,1,2280834,909786,3190619,1,2529099710,1006988528,3536087118,1120,95,91,95,94,3190620,92,-3.48432055749129
وصنعت,2011-08-10,880392049,103,52,0,40,0,770826,0,770826,0,880392049,0,880392049,0,95,93,95,95,770826,95,3.06859205776173
وصنعت,2011-08-13,1188512255,104,22,0,58,3,1012616,0,954116,58500,1188512255,0,1119317755,69194500,98,95,95,98,1012616,97,2.80210157618214
وصنعت,2011-08-14,3128849648,173,53,2,86,3,2483890,94758,2458648,120000,3016476176,112373472,2982549648,146300000,101,98,101,99,2578648,101,3.32197614991482
وصنعت,2011-08-15,539058957,67,25,0,33,0,457092,0,457092,0,539058957,0,539058957,0,99,97,97,98,457092,99,-1.73124484748557
وصنعت,2011-08-16,1316271068,135,32,1,75,1,1050180,50000,1025422,74758,1256021068,60250000,1226187678,90083390,101,97,99,100,1100180,99,0.335570469798658
وصنعت,2011-08-17,1606158124,139,23,2,80,0,231555,1111336,1342891,0,274938094,1331220030,1606158124,0,100,97,99,100,1342891,99,0
وصنعت,2011-08-20,466522235,69,38,1,26,0,391945,10000,401945,0,454952235,11570000,466522235,0,98,96,96,96,401945,98,-1.58862876254181
وصنعت,2011-08-21,514766252,62,20,2,36,0,227202,210000,437202,0,265361083,249405169,514766252,0,100,96,97,97,437202,98,0
وصنعت,2011-08-23,1193840251,95,36,1,37,1,862823,150000,1002823,10000,1016156979,177683272,1181980251,11860000,99,96,96,97,1012823,98,0.169923534409516
وصنعت,2011-08-24,605301150,67,36,1,24,0,507026,10000,517026,0,593661150,11640000,605301150,0,99,96,98,96,517026,97,-0.508905852417303
وصنعت,2011-08-27,1217406743,97,23,2,57,0,227698,800000,1027698,0,265508460,951898283,1217406743,0,100,96,97,98,1027698,98,1.0230179028133
وصنعت,2011-08-28,735605127,98,43,2,26,0,571469,67268,638737,0,658765071,76840056,735605127,0,97,95,96,96,638737,96,-2.36286919831224
وصنعت,2011-08-29,971751710,91,50,0,26,0,837970,0,837970,0,971751710,0,971751710,0,97,95,96,96,837970,96,0.259291270527226
وصنعت,2011-08-30,693005993,91,30,0,34,0,591159,0,591159,0,693005993,0,693005993,0,99,96,98,97,591159,97,0.862068965517241
وصنعت,2011-09-03,1622433321,138,64,0,16,1,1406396,0,266241,1140155,1622433321,0,310791908,1311641413,98,95,97,96,1406396,96,-1.36752136752137
وصنعت,2011-09-04,590008004,91,43,3,30,0,414903,93801,508704,0,480692445,109315559,590008004,0,97,95,97,96,508704,96,0.346620450606586
وصنعت,2011-09-05,1116496608,89,30,2,40,0,780325,176199,956524,0,910354992,206141616,1116496608,0,97,96,96,96,956524,97,0.77720207253886
وصنعت,2011-09-06,4114775611,244,58,1,109,3,3003866,400000,2423866,980000,3633801732,480973879,2927135611,1187640000,101,98,99,101,3403866,100,3.59897172236504
وصنعت,2011-09-07,5439321690,303,101,4,122,1,3292997,1122438,4299435,116000,4042550182,1396771508,5294437690,144884000,104,99,104,103,4415435,102,1.90239867659223
وصنعت,2011-09-10,2639899103,211,53,4,91,1,1265616,850000,2102616,13000,1578599293,1061299810,2623773940,16125163,105,102,102,102,2115616,103,1.2987012987013
وصنعت,2011-09-11,2324094495,197,51,2,109,1,1290065,540000,1820065,10000,1628374495,695720000,2311422815,12671680,107,104,107,104,1830065,105,1.76282051282051
وصنعت,2011-09-12,1693248711,130,47,2,57,1,1329992,40000,1119992,250000,1643771725,49476986,1385090577,308158134,104,102,104,103,1369992,102,-2.67716535433071
وصنعت,2011-09-13,1231589458,79,31,1,37,0,953797,50000,1003797,0,1170339458,61250000,1231589458,0,103,101,103,101,1003797,102,-0.728155339805825
وصنعت,2011-09-14,1909840407,166,55,2,55,2,1455347,86540,1375449,166438,1803457872,106382535,1703106505,206733902,104,101,103,101,1541887,103,0.97799511002445
وصنعت,2011-09-17,1013074338,103,34,1,34,0,826287,8600,834887,0,1002685538,10388800,1013074338,0,102,100,101,101,834887,101,-2.09846650524617
وصنعت,2011-09-18,935870337,114,25,1,37,1,766463,1400,752853,15010,934176337,1694000,917507907,18362430,102,100,100,102,767863,101,0.494641384995878
وصنعت,2011-09-19,902002728,87,32,1,30,2,702545,40000,640175,102370,853522728,48480000,776687628,125315100,102,100,102,100,742545,101,-0.328137817883511
وصنعت,2011-09-20,438556818,54,15,3,21,2,207965,155356,332571,30750,251371538,187185280,401368325,37188493,101,100,100,100,363321,100,-0.329218106995885
